frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 1.89, 1.04, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.36, 0.00, 1.20, 0.86, 0.26, 0.00, 0.48, 0.27, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.061,  0.98,  1, 1.53, 1.07, 0.88, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 1.31, 0.00, 1.33, 0.35, 0.18, 0.00, 0.39, 0.33, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.121,  0.98,  1, 1.31, 0.95, 0.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 1.29, 0.00, 1.46, 0.13, 0.11, 0.00, 0.47, 0.24, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.182,  0.98,  1, 1.20, 0.83, 0.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.29, 0.00, 1.44, 0.20, 0.09, 0.00, 0.50, 0.23, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.243,  0.98,  1, 1.09, 0.47, 0.71, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.31, 0.00, 1.48, 0.24, 0.05, 0.00, 0.59, 0.15, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.303,  0.98,  1, 0.95, 0.25, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.38, 0.00, 1.36, 0.42, 0.03, 0.00, 0.62, 0.23, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.364,  0.98,  1, 0.75, 0.13, 0.55, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 1.39, 0.00, 1.36, 0.53, 0.03, 0.00, 0.62, 0.19, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.425,  0.98,  1, 0.54, 0.09, 0.35, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.44, 0.00, 1.35, 0.52, 0.19, 0.00, 0.65, 0.36, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.485,  0.98,  1, 0.35, 0.14, 0.25, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 1.41, 0.00, 1.44, 0.45, 0.19, 0.00, 0.66, 0.35, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.546,  0.98,  1, 0.32, 0.20, 0.28, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 1.48, 0.00, 1.46, 0.42, 0.30, 0.00, 0.65, 0.34, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.607,  0.98,  1, 0.38, 0.15, 0.45, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 1.42, 0.00, 1.48, 0.56, 0.37, 0.00, 0.63, 0.21, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.667,  0.98,  1, 0.41, 0.10, 0.59, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 1.31, 0.00, 1.48, 0.67, 0.62, 0.00, 0.54, 0.13, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
