frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.88, 0.66, 0.63, 0.00, 0.00, 0.71, 0.00, 0.00, 0.47, 0.60, 0.00, 1.02, 0.58, 0.08, 1.19, 1.66, 1.08, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
2,  0,  0.061,  0.98,  1, 1.03, 0.76, 0.82, 0.00, 0.00, 1.18, 0.00, 0.01, 0.49, 0.78, 0.00, 1.04, 0.54, 0.03, 1.07, 1.68, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
3,  0,  0.121,  0.98,  1, 0.99, 0.81, 0.89, 0.00, 0.00, 1.47, 0.00, 0.01, 0.52, 0.95, 0.00, 0.89, 0.63, 0.00, 1.12, 1.81, 1.21, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4,  0,  0.182,  0.98,  1, 0.92, 0.82, 0.91, 0.03, 0.00, 1.53, 0.00, 0.00, 0.54, 1.05, 0.00, 0.56, 0.77, 0.00, 1.31, 1.75, 1.38, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
5,  0,  0.243,  0.98,  1, 0.83, 0.85, 0.86, 0.03, 0.00, 1.25, 0.00, 0.13, 0.54, 1.19, 0.00, 0.44, 0.79, 0.00, 1.42, 1.89, 1.77, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6,  0,  0.303,  0.98,  1, 0.85, 0.81, 0.81, 0.03, 0.00, 0.97, 0.00, 0.13, 0.50, 1.19, 0.00, 0.36, 0.62, 0.00, 1.60, 1.85, 1.70, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
7,  0,  0.364,  0.98,  1, 0.70, 0.65, 0.82, 0.00, 0.00, 0.73, 0.00, 0.13, 0.45, 1.21, 0.00, 0.36, 0.62, 0.00, 1.60, 1.85, 1.89, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
8,  0,  0.424,  0.98,  1, 0.60, 0.51, 0.83, 0.00, 0.00, 0.48, 0.00, 0.00, 0.40, 1.14, 0.00, 0.29, 0.70, 0.00, 1.70, 2.02, 1.72, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
9,  0,  0.485,  0.98,  1, 0.40, 0.32, 0.85, 0.00, 0.00, 0.24, 0.00, 0.00, 0.36, 1.31, 0.00, 0.25, 0.81, 0.00, 1.56, 2.05, 1.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
10,  0,  0.546,  0.98,  1, 0.32, 0.41, 0.86, 0.00, 0.00, 0.09, 0.00, 0.00, 0.34, 1.41, 0.00, 0.24, 0.64, 0.00, 1.47, 2.01, 1.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
11,  0,  0.606,  0.98,  1, 0.24, 0.38, 0.83, 0.00, 0.00, 0.11, 0.00, 0.00, 0.32, 1.47, 0.00, 0.21, 0.53, 0.00, 1.33, 1.78, 1.65, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
