frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.72, 0.06, 1.19, 0.50, 0.00, 0.33, 0.07, 0.00, 0.00, 0.61, 0.73, 1.80, 0.00, 0.00, 0.00, 0.38, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.067,  0.98,  1, 0.56, 0.02, 1.00, 0.61, 0.00, 0.31, 0.18, 0.00, 0.00, 0.57, 0.80, 1.69, 0.00, 0.00, 0.03, 0.50, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.135,  0.98,  1, 0.41, 0.00, 0.94, 0.59, 0.00, 0.25, 0.18, 0.00, 0.00, 0.52, 0.77, 1.67, 0.00, 0.00, 0.07, 0.50, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.202,  0.98,  1, 0.27, 0.00, 0.96, 0.64, 0.00, 0.11, 0.13, 0.00, 0.00, 0.55, 0.77, 1.77, 0.00, 0.00, 0.07, 0.44, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.269,  0.93,  1, 0.27, 0.02, 1.03, 0.72, 0.00, 0.05, 0.08, 0.00, 0.00, 0.74, 0.80, 1.86, 0.00, 0.00, 0.04, 0.39, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.337,  0.93,  1, 0.32, 0.11, 1.07, 0.96, 0.00, 0.00, 0.17, 0.00, 0.00, 0.92, 0.82, 1.89, 0.00, 0.00, 0.00, 0.47, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.404,  0.98,  1, 0.41, 0.16, 1.09, 0.90, 0.00, 0.23, 0.19, 0.00, 0.00, 1.06, 0.82, 1.92, 0.08, 0.00, 0.00, 0.61, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.471,  0.98,  1, 0.46, 0.15, 1.08, 0.75, 0.00, 0.43, 0.23, 0.00, 0.00, 1.05, 0.84, 1.91, 0.13, 0.00, 0.00, 0.72, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.539,  0.98,  1, 0.49, 0.13, 1.12, 0.44, 0.00, 0.72, 0.15, 0.00, 0.00, 0.94, 0.76, 1.87, 0.13, 0.00, 0.02, 0.85, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.606,  0.98,  1, 0.50, 0.08, 1.13, 0.25, 0.00, 0.57, 0.16, 0.00, 0.00, 0.89, 0.70, 1.77, 0.13, 0.00, 0.04, 0.93, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
