frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.37, 0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.27, 0.15, 0.47, 0.00, 0.00, 0.22, 1.17, 0.55, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2,  0,  0.067,  0.98,  1, 0.03, 0.00, 0.44, 0.00, 0.00, 0.70, 0.00, 0.00, 0.00, 0.46, 0.12, 0.36, 0.00, 0.00, 0.39, 1.05, 0.65, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3,  0,  0.135,  0.98,  1, 0.03, 0.00, 0.59, 0.00, 0.00, 0.70, 0.00, 0.00, 0.00, 0.54, 0.07, 0.32, 0.00, 0.03, 0.51, 0.96, 0.64, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4,  0,  0.202,  0.98,  1, 0.03, 0.00, 0.68, 0.00, 0.00, 0.63, 0.00, 0.00, 0.00, 0.59, 0.07, 0.45, 0.00, 0.03, 0.41, 1.03, 0.57, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
5,  0,  0.270,  0.98,  1, 0.00, 0.00, 0.72, 0.00, 0.00, 0.43, 0.00, 0.00, 0.00, 0.48, 0.00, 0.53, 0.00, 0.03, 0.46, 0.89, 0.49, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
6,  0,  0.337,  0.98,  1, 0.00, 0.00, 0.64, 0.00, 0.00, 0.32, 0.00, 0.00, 0.00, 0.42, 0.00, 0.61, 0.00, 0.00, 0.46, 0.85, 0.53, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
7,  0,  0.404,  0.93,  1, 0.00, 0.00, 0.69, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.32, 0.00, 0.53, 0.00, 0.00, 0.46, 0.68, 0.79, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.472,  0.98,  1, 0.00, 0.01, 0.70, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.35, 0.00, 0.48, 0.00, 0.00, 0.37, 0.56, 0.93, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.539,  0.98,  1, 0.00, 0.01, 0.74, 0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.33, 0.00, 0.39, 0.00, 0.04, 0.24, 0.44, 0.96, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.606,  0.98,  1, 0.00, 0.13, 0.81, 0.00, 0.00, 0.39, 0.00, 0.00, 0.00, 0.39, 0.00, 0.41, 0.00, 0.04, 0.17, 0.45, 0.88, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
