frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.48, 0.00, 0.00, 0.00, 0.00, 0.46, 0.86, 1.36, 0.08, 1.14, 0.55, 0.04, 0.00, 0.23, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2,  0,  0.040,  0.98,  1, 0.00, 0.00, 0.46, 0.00, 0.00, 0.00, 0.00, 0.71, 0.90, 1.32, 0.24, 1.25, 0.38, 0.18, 0.00, 0.30, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3,  0,  0.080,  0.98,  1, 0.00, 0.00, 0.42, 0.00, 0.00, 0.00, 0.00, 0.79, 0.91, 1.20, 0.28, 1.30, 0.37, 0.21, 0.00, 0.23, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
4,  0,  0.120,  0.98,  1, 0.00, 0.00, 0.41, 0.00, 0.01, 0.00, 0.00, 0.75, 0.94, 1.19, 0.25, 1.31, 0.30, 0.16, 0.00, 0.13, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
5,  0,  0.160,  0.98,  1, 0.00, 0.00, 0.33, 0.00, 0.01, 0.00, 0.00, 0.59, 1.01, 1.18, 0.17, 1.30, 0.25, 0.11, 0.00, 0.27, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
6,  0,  0.200,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 0.02, 0.00, 0.00, 0.56, 1.08, 1.18, 0.19, 1.31, 0.07, 0.10, 0.00, 0.36, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
7,  0,  0.240,  0.98,  1, 0.00, 0.00, 0.30, 0.00, 0.02, 0.00, 0.00, 0.55, 1.07, 1.12, 0.09, 1.28, 0.05, 0.16, 0.00, 0.55, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0,  0.280,  0.98,  1, 0.00, 0.00, 0.38, 0.00, 0.06, 0.00, 0.00, 0.64, 1.06, 1.10, 0.14, 1.24, 0.01, 0.15, 0.00, 0.39, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9,  0,  0.320,  0.98,  1, 0.00, 0.00, 0.44, 0.00, 0.05, 0.00, 0.00, 0.64, 1.06, 1.01, 0.13, 1.22, 0.06, 0.18, 0.00, 0.42, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.360,  0.98,  1, 0.00, 0.00, 0.51, 0.00, 0.05, 0.00, 0.00, 0.66, 1.00, 1.03, 0.13, 1.27, 0.04, 0.17, 0.00, 0.34, 0.30, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
11,  0,  0.400,  0.98,  1, 0.00, 0.00, 0.46, 0.00, 0.02, 0.00, 0.00, 0.76, 0.95, 0.92, 0.15, 1.33, 0.06, 0.13, 0.00, 0.36, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
12,  0,  0.440,  0.98,  1, 0.00, 0.00, 0.38, 0.00, 0.04, 0.00, 0.00, 0.86, 0.86, 1.00, 0.19, 1.36, 0.08, 0.10, 0.00, 0.33, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
13,  0,  0.480,  0.98,  1, 0.00, 0.00, 0.29, 0.00, 0.03, 0.00, 0.00, 0.89, 0.86, 0.88, 0.25, 1.37, 0.10, 0.09, 0.00, 0.28, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
14,  0,  0.520,  0.98,  1, 0.00, 0.00, 0.23, 0.00, 0.12, 0.00, 0.00, 0.88, 0.94, 0.91, 0.24, 1.39, 0.15, 0.09, 0.00, 0.17, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
15,  0,  0.560,  0.98,  1, 0.00, 0.00, 0.24, 0.00, 0.16, 0.00, 0.00, 0.73, 0.98, 0.88, 0.17, 1.44, 0.20, 0.06, 0.00, 0.12, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
