frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.39, 0.00, 0.16, 0.01, 0.00, 0.93, 0.38, 1.91, 0.00, 0.00, 0.00, 0.00, 0.98, 0.86, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
2,  0,  0.101,  0.98,  1, 0.00, 0.00, 0.17, 0.00, 0.08, 0.08, 0.00, 0.88, 0.33, 1.89, 0.00, 0.00, 0.00, 0.00, 0.77, 0.93, 0.50, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
3,  0,  0.202,  0.98,  1, 0.00, 0.00, 0.04, 0.00, 0.06, 0.08, 0.00, 0.86, 0.31, 1.79, 0.00, 0.02, 0.00, 0.00, 0.50, 0.94, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4,  0,  0.302,  0.98,  1, 0.00, 0.00, 0.12, 0.00, 0.04, 0.13, 0.00, 0.96, 0.27, 1.63, 0.00, 0.27, 0.00, 0.00, 0.25, 1.07, 0.30, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
5,  0,  0.403,  0.98,  1, 0.22, 0.00, 0.42, 0.00, 0.03, 0.05, 0.00, 0.95, 0.17, 1.42, 0.00, 0.59, 0.00, 0.00, 0.05, 0.91, 0.10, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6,  0,  0.504,  0.93,  1, 0.81, 0.05, 0.72, 0.00, 0.00, 0.05, 0.00, 0.66, 0.07, 1.25, 0.00, 0.58, 0.00, 0.00, 0.32, 0.89, 0.06, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
7,  0,  0.605,  0.98,  1, 1.35, 0.06, 0.87, 0.00, 0.00, 0.00, 0.00, 0.26, 0.00, 0.97, 0.00, 0.32, 0.00, 0.00, 0.38, 1.07, 0.06, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
8,  0,  0.705,  0.98,  1, 1.85, 0.30, 1.25, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.85, 0.00, 0.00, 0.00, 0.00, 0.48, 1.40, 0.06, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
9,  0,  0.806,  0.98,  1, 1.78, 0.25, 1.35, 0.03, 0.00, 0.00, 0.00, 0.17, 0.08, 0.48, 0.00, 0.36, 0.00, 0.00, 0.23, 1.13, 0.06, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
10,  0,  0.907,  0.88,  1, 1.85, 0.30, 1.46, 0.03, 0.00, 0.00, 0.00, 0.41, 0.32, 0.39, 0.00, 0.86, 0.00, 0.00, 0.17, 0.48, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00
11,  0,  1.008,  0.88,  1, 1.47, 0.06, 1.23, 0.06, 0.00, 0.00, 0.02, 0.87, 0.77, 0.32, 0.00, 1.46, 0.00, 0.00, 0.07, 0.02, 0.10, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
