frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.15, 0.20, 0.58, 0.00, 0.98, 1.55, 0.40, 0.37, 0.99, 2.40, 0.00, 0.00, 0.00, 0.00, 1.52, 0.00, 2.26, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
2,  0,  0.034,  0.98,  1, 0.05, 0.07, 0.52, 0.00, 0.74, 1.09, 0.20, 0.78, 1.06, 2.09, 0.00, 0.00, 0.00, 0.00, 1.05, 0.00, 2.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
3,  0,  0.067,  0.98,  1, 0.00, 0.00, 0.48, 0.00, 0.47, 0.57, 0.07, 0.96, 1.06, 1.89, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 2.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4,  0,  0.101,  0.98,  1, 0.00, 0.00, 0.44, 0.00, 0.32, 0.17, 0.00, 1.16, 1.05, 1.77, 0.00, 0.00, 0.00, 0.00, 0.45, 0.00, 2.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
5,  0,  0.134,  0.98,  1, 0.09, 0.00, 0.51, 0.00, 0.26, 0.25, 0.06, 1.27, 1.04, 1.81, 0.00, 0.00, 0.00, 0.00, 0.31, 0.00, 2.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
6,  0,  0.168,  0.98,  1, 0.09, 0.06, 0.63, 0.00, 0.34, 0.43, 0.06, 1.23, 1.07, 1.84, 0.00, 0.03, 0.00, 0.00, 0.30, 0.00, 3.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
7,  0,  0.202,  0.98,  1, 0.09, 0.06, 0.81, 0.00, 0.39, 0.56, 0.09, 1.03, 1.11, 1.97, 0.00, 0.09, 0.00, 0.00, 0.37, 0.00, 2.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
8,  0,  0.235,  0.98,  1, 0.00, 0.06, 0.85, 0.00, 0.38, 0.65, 0.04, 0.87, 1.15, 1.82, 0.00, 0.12, 0.00, 0.00, 0.36, 0.00, 2.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
9,  0,  0.269,  0.98,  1, 0.00, 0.00, 0.95, 0.00, 0.45, 0.90, 0.09, 0.83, 1.15, 1.90, 0.00, 0.11, 0.00, 0.00, 0.44, 0.00, 1.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
10,  0,  0.302,  0.98,  1, 0.00, 0.00, 0.94, 0.00, 0.54, 1.16, 0.09, 0.83, 1.17, 1.88, 0.00, 0.15, 0.00, 0.00, 0.36, 0.00, 1.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
11,  0,  0.336,  0.98,  1, 0.00, 0.00, 0.89, 0.00, 0.62, 1.14, 0.10, 0.66, 1.14, 1.86, 0.00, 0.11, 0.00, 0.07, 0.28, 0.00, 1.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
12,  0,  0.370,  0.98,  1, 0.00, 0.00, 0.76, 0.00, 0.55, 0.95, 0.05, 0.72, 1.16, 1.69, 0.00, 0.12, 0.00, 0.09, 0.10, 0.00, 1.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
