frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.51, 0.98, 0.00, 0.67, 0.91, 0.06, 1.27, 1.42, 1.75, 0.08, 0.00, 0.72, 0.70, 0.58, 0.79, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
2,  0,  0.034,  0.98,  1, 0.00, 0.60, 1.02, 0.13, 0.79, 0.85, 0.02, 1.01, 1.62, 1.55, 0.03, 0.00, 0.24, 0.84, 0.52, 0.81, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
3,  0,  0.067,  0.98,  1, 0.03, 0.58, 1.03, 0.25, 0.84, 0.74, 0.00, 0.83, 1.72, 1.46, 0.00, 0.00, 0.00, 1.02, 0.54, 0.90, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4,  0,  0.101,  0.98,  1, 0.03, 0.67, 0.90, 0.32, 0.90, 0.72, 0.00, 0.78, 1.76, 1.58, 0.00, 0.00, 0.00, 1.16, 0.53, 0.85, 0.09, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
5,  0,  0.134,  0.98,  1, 0.03, 0.51, 1.04, 0.25, 0.92, 0.61, 0.00, 0.89, 1.81, 1.67, 0.00, 0.00, 0.00, 1.20, 0.71, 0.84, 0.09, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6,  0,  0.168,  0.98,  1, 0.03, 0.60, 1.13, 0.38, 0.98, 0.72, 0.00, 0.94, 1.83, 1.87, 0.00, 0.00, 0.00, 1.18, 0.68, 0.75, 0.09, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
7,  0,  0.202,  0.98,  1, 0.03, 0.76, 1.17, 0.57, 0.95, 0.56, 0.00, 1.10, 1.86, 2.04, 0.00, 0.00, 0.00, 1.32, 0.72, 0.84, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
8,  0,  0.235,  0.98,  1, 0.03, 0.70, 1.04, 0.80, 0.86, 0.67, 0.00, 1.16, 1.80, 2.17, 0.00, 0.00, 0.00, 1.37, 0.52, 0.81, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
9,  0,  0.269,  0.98,  1, 0.01, 0.73, 0.98, 0.60, 0.82, 0.67, 0.00, 1.26, 1.77, 2.23, 0.00, 0.00, 0.00, 1.50, 0.45, 0.73, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
10,  0,  0.302,  0.98,  1, 0.01, 0.65, 0.99, 0.42, 0.83, 0.83, 0.00, 1.18, 1.70, 2.24, 0.00, 0.00, 0.00, 1.44, 0.35, 0.64, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
