frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.61, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.16, 2.32, 0.26, 0.13, 1.01, 0.00, 0.14, 0.47, 0.27, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
2,  0,  0.101,  0.98,  1, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 2.40, 0.40, 0.25, 0.93, 0.01, 0.14, 0.53, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00
3,  0,  0.202,  0.98,  1, 0.75, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 2.44, 0.42, 0.41, 0.86, 0.01, 0.14, 0.56, 0.15, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
4,  0,  0.302,  0.98,  1, 0.72, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 2.41, 0.24, 0.32, 0.84, 0.01, 0.10, 0.58, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00
5,  0,  0.403,  0.98,  1, 0.62, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 2.40, 0.25, 0.31, 0.88, 0.00, 0.09, 0.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
6,  0,  0.504,  0.98,  1, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 2.34, 0.17, 0.26, 0.83, 0.02, 0.14, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00
7,  0,  0.605,  0.98,  1, 0.33, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.12, 2.30, 0.17, 0.40, 0.66, 0.09, 0.16, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00
8,  0,  0.705,  0.98,  1, 0.29, 0.00, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 0.09, 2.22, 0.16, 0.50, 0.47, 0.14, 0.15, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00
9,  0,  0.806,  0.98,  1, 0.26, 0.00, 0.00, 0.75, 0.00, 0.00, 0.00, 0.00, 0.03, 2.29, 0.16, 0.52, 0.53, 0.21, 0.06, 0.59, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
10,  0,  0.907,  0.98,  1, 0.19, 0.00, 0.00, 0.89, 0.00, 0.00, 0.00, 0.01, 0.06, 2.39, 0.16, 0.51, 0.53, 0.19, 0.04, 0.64, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
11,  0,  1.008,  0.98,  1, 0.22, 0.00, 0.00, 0.85, 0.00, 0.00, 0.00, 0.01, 0.04, 2.49, 0.03, 0.54, 0.57, 0.21, 0.07, 0.70, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  1.108,  0.98,  1, 0.13, 0.00, 0.00, 0.66, 0.00, 0.00, 0.00, 0.01, 0.03, 2.54, 0.00, 0.53, 0.32, 0.14, 0.12, 0.65, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13,  0,  1.209,  0.98,  1, 0.13, 0.00, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 2.65, 0.02, 0.58, 0.23, 0.18, 0.16, 0.55, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14,  0,  1.310,  0.98,  1, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.05, 0.00, 0.00, 2.55, 0.02, 0.50, 0.07, 0.20, 0.20, 0.48, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  1.411,  0.98,  1, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.06, 0.00, 0.00, 2.48, 0.02, 0.38, 0.05, 0.31, 0.17, 0.67, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
