frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.30, 0.00, 0.55, 0.00, 0.18, 0.00, 0.00, 0.83, 0.81, 1.03, 0.78, 1.03, 0.23, 0.17, 0.00, 0.65, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2,  0,  0.040,  0.98,  1, 0.28, 0.00, 0.50, 0.00, 0.18, 0.00, 0.00, 0.75, 0.78, 1.09, 0.71, 1.07, 0.13, 0.21, 0.00, 0.66, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3,  0,  0.080,  0.98,  1, 0.25, 0.00, 0.50, 0.00, 0.14, 0.00, 0.00, 0.65, 0.76, 1.09, 0.59, 1.13, 0.05, 0.21, 0.00, 0.54, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4,  0,  0.120,  0.98,  1, 0.25, 0.07, 0.48, 0.00, 0.08, 0.00, 0.00, 0.52, 0.69, 1.16, 0.44, 1.12, 0.00, 0.19, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
5,  0,  0.160,  0.98,  1, 0.20, 0.07, 0.48, 0.00, 0.04, 0.00, 0.00, 0.57, 0.73, 1.03, 0.34, 1.01, 0.00, 0.22, 0.00, 0.55, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6,  0,  0.200,  0.98,  1, 0.16, 0.07, 0.46, 0.00, 0.03, 0.00, 0.00, 0.60, 0.77, 0.94, 0.30, 0.88, 0.00, 0.24, 0.00, 0.68, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
7,  0,  0.240,  0.98,  1, 0.16, 0.03, 0.53, 0.00, 0.01, 0.00, 0.00, 0.64, 0.81, 0.66, 0.22, 0.93, 0.00, 0.24, 0.00, 0.75, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8,  0,  0.280,  0.98,  1, 0.22, 0.16, 0.47, 0.00, 0.01, 0.00, 0.00, 0.62, 0.80, 0.60, 0.22, 0.78, 0.00, 0.17, 0.00, 0.71, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9,  0,  0.320,  0.98,  1, 0.30, 0.26, 0.42, 0.00, 0.00, 0.00, 0.00, 0.63, 0.81, 0.57, 0.26, 0.64, 0.00, 0.09, 0.00, 0.62, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10,  0,  0.360,  0.98,  1, 0.40, 0.39, 0.35, 0.00, 0.00, 0.00, 0.00, 0.64, 0.88, 0.63, 0.27, 0.54, 0.00, 0.07, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
