frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.57, 0.01, 0.04, 0.00, 0.00, 0.59, 0.82, 1.03, 0.75, 0.28, 0.56, 0.00, 0.00, 0.34, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2,  0,  0.040,  0.98,  1, 0.00, 0.00, 0.58, 0.00, 0.04, 0.00, 0.00, 0.59, 0.68, 1.39, 0.88, 0.57, 0.19, 0.22, 0.00, 0.17, 0.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
3,  0,  0.080,  0.98,  1, 0.03, 0.00, 0.57, 0.00, 0.02, 0.00, 0.00, 0.59, 0.69, 1.63, 0.95, 0.67, 0.04, 0.25, 0.00, 0.13, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.120,  0.98,  1, 0.03, 0.00, 0.45, 0.00, 0.05, 0.00, 0.00, 0.53, 0.80, 1.70, 0.91, 0.80, 0.04, 0.32, 0.00, 0.08, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.160,  0.98,  1, 0.03, 0.00, 0.43, 0.00, 0.07, 0.00, 0.00, 0.70, 0.89, 1.84, 0.88, 0.86, 0.04, 0.37, 0.07, 0.23, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.200,  0.98,  1, 0.00, 0.01, 0.44, 0.00, 0.07, 0.00, 0.00, 0.75, 0.86, 1.76, 0.77, 0.87, 0.00, 0.45, 0.07, 0.28, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.240,  0.98,  1, 0.00, 0.01, 0.60, 0.00, 0.02, 0.00, 0.00, 0.81, 0.81, 1.64, 0.78, 0.78, 0.11, 0.40, 0.07, 0.28, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.280,  0.98,  1, 0.00, 0.07, 0.70, 0.00, 0.00, 0.00, 0.00, 0.68, 0.72, 1.60, 0.70, 0.77, 0.11, 0.40, 0.00, 0.31, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.320,  0.98,  1, 0.00, 0.06, 0.69, 0.00, 0.00, 0.00, 0.00, 0.67, 0.73, 1.65, 0.77, 0.98, 0.11, 0.42, 0.00, 0.23, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.360,  0.98,  1, 0.00, 0.06, 0.65, 0.00, 0.00, 0.00, 0.00, 0.58, 0.72, 1.61, 0.67, 0.99, 0.00, 0.44, 0.00, 0.50, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
11,  0,  0.400,  0.98,  1, 0.12, 0.13, 0.68, 0.00, 0.02, 0.00, 0.00, 0.72, 0.70, 1.62, 0.79, 0.95, 0.00, 0.37, 0.03, 0.41, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.440,  0.98,  1, 0.22, 0.23, 0.79, 0.00, 0.02, 0.00, 0.00, 0.73, 0.77, 1.63, 0.82, 0.73, 0.00, 0.25, 0.03, 0.47, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.480,  0.98,  1, 0.29, 0.35, 0.95, 0.00, 0.06, 0.00, 0.00, 0.83, 0.88, 1.71, 0.89, 0.72, 0.00, 0.11, 0.03, 0.33, 0.89, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
14,  0,  0.520,  0.98,  1, 0.19, 0.22, 0.99, 0.00, 0.07, 0.00, 0.00, 0.75, 1.02, 1.60, 0.84, 0.68, 0.00, 0.01, 0.00, 0.25, 1.33, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
15,  0,  0.560,  0.98,  1, 0.23, 0.25, 0.99, 0.00, 0.11, 0.00, 0.00, 0.68, 1.06, 1.59, 0.54, 0.80, 0.00, 0.05, 0.00, 0.26, 1.27, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
16,  0,  0.600,  0.98,  1, 0.16, 0.14, 0.77, 0.00, 0.07, 0.00, 0.00, 0.59, 1.03, 1.42, 0.45, 0.84, 0.00, 0.10, 0.00, 0.21, 0.54, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
