frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.48, 0.00, 0.34, 0.00, 0.00, 1.73, 0.76, 1.94, 0.00, 1.24, 0.70, 0.14, 0.34, 1.76, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2,  0,  0.040,  0.98,  1, 0.00, 0.00, 0.42, 0.00, 0.31, 0.00, 0.00, 1.63, 0.72, 2.06, 0.00, 1.04, 0.46, 0.25, 0.16, 1.29, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3,  0,  0.080,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.29, 0.00, 0.00, 1.57, 0.78, 2.03, 0.00, 0.91, 0.23, 0.26, 0.20, 1.12, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4,  0,  0.120,  0.98,  1, 0.00, 0.00, 0.55, 0.00, 0.32, 0.05, 0.00, 1.57, 0.88, 2.07, 0.00, 0.89, 0.14, 0.10, 0.26, 1.10, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5,  0,  0.160,  0.98,  1, 0.00, 0.00, 0.58, 0.00, 0.30, 0.05, 0.00, 1.59, 0.96, 2.22, 0.00, 0.85, 0.05, 0.07, 0.27, 0.97, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6,  0,  0.200,  0.98,  1, 0.00, 0.00, 0.70, 0.00, 0.34, 0.05, 0.01, 1.58, 0.95, 2.42, 0.00, 0.96, 0.05, 0.01, 0.23, 0.96, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7,  0,  0.240,  0.98,  1, 0.00, 0.00, 0.59, 0.00, 0.28, 0.00, 0.00, 1.66, 0.98, 2.32, 0.00, 0.99, 0.12, 0.02, 0.19, 0.98, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8,  0,  0.280,  0.98,  1, 0.00, 0.00, 0.52, 0.00, 0.29, 0.00, 0.00, 1.67, 0.91, 2.25, 0.00, 1.02, 0.18, 0.02, 0.21, 1.34, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9,  0,  0.320,  0.98,  1, 0.00, 0.00, 0.58, 0.00, 0.40, 0.00, 0.00, 1.78, 0.96, 2.27, 0.00, 1.11, 0.35, 0.02, 0.10, 1.30, 0.80, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10,  0,  0.360,  0.98,  1, 0.05, 0.09, 0.62, 0.00, 0.53, 0.00, 0.00, 1.80, 0.95, 2.46, 0.00, 1.29, 0.49, 0.00, 0.07, 1.24, 1.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
11,  0,  0.400,  0.98,  1, 0.05, 0.09, 0.80, 0.00, 0.59, 0.00, 0.00, 1.82, 1.01, 2.46, 0.00, 1.39, 0.45, 0.00, 0.02, 1.07, 2.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
12,  0,  0.440,  0.98,  1, 0.05, 0.09, 0.89, 0.00, 0.61, 0.17, 0.00, 1.78, 0.98, 2.38, 0.00, 1.31, 0.34, 0.00, 0.02, 0.89, 1.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
13,  0,  0.480,  0.98,  1, 0.00, 0.00, 0.88, 0.00, 0.56, 0.17, 0.00, 1.70, 1.00, 2.15, 0.00, 1.19, 0.18, 0.00, 0.00, 0.87, 1.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
