frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.000,  0.98,  1, 0.00, 0.00, 0.53, 0.00, 0.61, 0.00, 0.37, 0.31, 0.91, 0.25, 0.00, 0.00, 1.79, 0.00, 0.00, 0.00, 0.79, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
2,  0,  0.040,  0.98,  1, 0.00, 0.00, 0.22, 0.00, 0.60, 0.00, 0.26, 0.56, 0.95, 0.16, 0.00, 0.00, 1.51, 0.00, 0.00, 0.51, 0.58, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
3,  0,  0.080,  0.98,  1, 0.00, 0.00, 0.18, 0.00, 0.62, 0.00, 0.31, 0.83, 0.91, 0.18, 0.00, 0.00, 1.08, 0.10, 0.00, 0.56, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
4,  0,  0.120,  0.98,  1, 0.00, 0.00, 0.36, 0.00, 0.57, 0.00, 0.28, 1.05, 0.77, 0.10, 0.00, 0.00, 0.79, 0.14, 0.00, 0.37, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
5,  0,  0.160,  0.98,  1, 0.00, 0.00, 0.47, 0.00, 0.59, 0.00, 0.28, 1.06, 0.81, 0.10, 0.00, 0.00, 0.17, 0.14, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
6,  0,  0.200,  0.98,  1, 0.00, 0.00, 0.42, 0.00, 0.55, 0.00, 0.18, 1.14, 0.93, 0.02, 0.00, 0.00, 0.00, 0.04, 0.00, 0.28, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00
7,  0,  0.240,  0.98,  1, 0.00, 0.00, 0.26, 0.00, 0.59, 0.00, 0.09, 1.23, 1.07, 0.02, 0.00, 0.00, 0.00, 0.09, 0.00, 0.31, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00
8,  0,  0.280,  0.98,  1, 0.00, 0.00, 0.11, 0.00, 0.71, 0.00, 0.08, 1.14, 1.06, 0.05, 0.00, 0.00, 0.11, 0.22, 0.00, 0.35, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
9,  0,  0.320,  0.98,  1, 0.00, 0.00, 0.07, 0.00, 0.70, 0.00, 0.09, 0.93, 0.94, 0.04, 0.00, 0.00, 0.18, 0.23, 0.28, 0.37, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
10,  0,  0.360,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.59, 0.00, 0.09, 0.70, 0.81, 0.15, 0.00, 0.00, 0.42, 0.21, 0.28, 0.36, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
11,  0,  0.400,  0.98,  1, 0.00, 0.00, 0.05, 0.00, 0.44, 0.00, 0.07, 0.56, 0.72, 0.11, 0.00, 0.00, 0.41, 0.31, 0.28, 0.26, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
12,  0,  0.440,  0.98,  1, 0.00, 0.00, 0.01, 0.10, 0.45, 0.00, 0.00, 0.56, 0.70, 0.11, 0.00, 0.00, 0.42, 0.56, 0.00, 0.10, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
13,  0,  0.480,  0.98,  1, 0.00, 0.00, 0.01, 0.10, 0.50, 0.00, 0.02, 0.69, 0.67, 0.00, 0.00, 0.00, 0.20, 0.67, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
14,  0,  0.520,  0.98,  1, 0.00, 0.00, 0.06, 0.10, 0.52, 0.00, 0.02, 0.90, 0.69, 0.00, 0.00, 0.00, 0.18, 0.49, 0.01, 0.16, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
15,  0,  0.560,  0.98,  1, 0.00, 0.00, 0.05, 0.08, 0.51, 0.00, 0.04, 1.01, 0.71, 0.00, 0.00, 0.00, 0.18, 0.43, 0.11, 0.35, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
